Year,State,Type,Length,Expense,Value
2020,West Virginia,Private,4-year,Fees/Tuition,12673
2020,West Virginia,Private,4-year,Room/Board,9773
2020,West Virginia,Public In-State,2-year,Fees/Tuition,4344
2020,West Virginia,Public In-State,4-year,Fees/Tuition,8195
2020,West Virginia,Public In-State,4-year,Room/Board,10839
2020,West Virginia,Public Out-of-State,2-year,Fees/Tuition,9976
2020,West Virginia,Public Out-of-State,4-year,Fees/Tuition,22242
2020,West Virginia,Public Out-of-State,4-year,Room/Board,10839
2020,Wisconsin,Private,4-year,Fees/Tuition,35554
2020,Wisconsin,Private,4-year,Room/Board,11244
2020,Wisconsin,Public In-State,2-year,Fees/Tuition,4476
2020,Wisconsin,Public In-State,4-year,Fees/Tuition,8764
2020,Wisconsin,Public In-State,4-year,Room/Board,9020
2020,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6499
2020,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,25522
2020,Wisconsin,Public Out-of-State,4-year,Room/Board,9020
2020,Wyoming,Public In-State,2-year,Fees/Tuition,4136
2020,Wyoming,Public In-State,4-year,Fees/Tuition,4747
2020,Wyoming,Public In-State,4-year,Room/Board,10154
2020,Wyoming,Public Out-of-State,2-year,Fees/Tuition,10101
2020,Wyoming,Public Out-of-State,4-year,Fees/Tuition,14803
2020,Wyoming,Public Out-of-State,4-year,Room/Board,10154
2021,Alabama,Private,4-year,Fees/Tuition,17354
2021,Alabama,Private,4-year,Room/Board,10613
2021,Alabama,Public In-State,2-year,Fees/Tuition,5048
2021,Alabama,Public In-State,4-year,Room/Board,10376
2021,Alabama,Public Out-of-State,2-year,Fees/Tuition,10082
2021,Alabama,Public Out-of-State,4-year,Fees/Tuition,27005
2021,Alabama,Public Out-of-State,4-year,Room/Board,10376
2021,Alaska,Private,4-year,Fees/Tuition,19575
2021,Alaska,Private,4-year,Room/Board,8787
2021,Alaska,Public In-State,4-year,Room/Board,13336
2021,Alaska,Public Out-of-State,4-year,Fees/Tuition,25535
2021,Alaska,Public Out-of-State,4-year,Room/Board,13336
2021,Arizona,Private,4-year,Fees/Tuition,13108
2021,Arizona,Private,4-year,Room/Board,9754
2021,Arizona,Public In-State,2-year,Fees/Tuition,2160
2021,Arizona,Public In-State,4-year,Room/Board,13272
2021,Arizona,Public Out-of-State,2-year,Fees/Tuition,6927
2021,Arizona,Public Out-of-State,4-year,Fees/Tuition,25426
2021,Arizona,Public Out-of-State,4-year,Room/Board,13272
2021,Arkansas,Private,4-year,Fees/Tuition,24998
2021,Arkansas,Private,4-year,Room/Board,8616
2021,Arkansas,Public In-State,2-year,Fees/Tuition,3484
2021,Arkansas,Public In-State,4-year,Room/Board,9794
2021,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4845
2021,Arkansas,Public Out-of-State,4-year,Fees/Tuition,21598
2021,Arkansas,Public Out-of-State,4-year,Room/Board,9794
2021,California,Private,4-year,Fees/Tuition,38477
2021,California,Private,4-year,Room/Board,15203
2021,California,Public In-State,2-year,Fees/Tuition,1285
2021,California,Public In-State,4-year,Room/Board,15614
2021,California,Public Out-of-State,2-year,Fees/Tuition,8491
2021,California,Public Out-of-State,4-year,Fees/Tuition,34398
2021,California,Public Out-of-State,4-year,Room/Board,15614
2021,Colorado,Private,4-year,Fees/Tuition,23128
2021,Colorado,Private,4-year,Room/Board,13750
2021,Colorado,Public In-State,2-year,Fees/Tuition,3468
2021,Colorado,Public In-State,4-year,Room/Board,13019
2021,Colorado,Public Out-of-State,2-year,Fees/Tuition,8889
2021,Colorado,Public Out-of-State,4-year,Fees/Tuition,30930
2021,Colorado,Public Out-of-State,4-year,Room/Board,13019
2021,Connecticut,Private,4-year,Fees/Tuition,43013
2021,Connecticut,Private,4-year,Room/Board,15694
2021,Connecticut,Public In-State,2-year,Fees/Tuition,4522
2021,Connecticut,Public In-State,4-year,Room/Board,13938
2021,Connecticut,Public Out-of-State,2-year,Fees/Tuition,13483
2021,Connecticut,Public Out-of-State,4-year,Fees/Tuition,36881
2021,Connecticut,Public Out-of-State,4-year,Room/Board,13938
2021,Delaware,Private,4-year,Fees/Tuition,14501
2021,Delaware,Private,4-year,Room/Board,11242
2021,Delaware,Public In-State,4-year,Room/Board,13518
2021,Delaware,Public Out-of-State,4-year,Fees/Tuition,31809
2021,Delaware,Public Out-of-State,4-year,Room/Board,13518
2021,District of Columbia,Private,4-year,Fees/Tuition,44692
2021,District of Columbia,Private,4-year,Room/Board,17220
2021,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,13004
2021,Florida,Private,4-year,Fees/Tuition,28860
2021,Florida,Private,4-year,Room/Board,12983
2021,Florida,Public In-State,2-year,Fees/Tuition,2506
2021,Florida,Public In-State,4-year,Room/Board,11003
2021,Florida,Public Out-of-State,2-year,Fees/Tuition,9111
2021,Florida,Public Out-of-State,4-year,Fees/Tuition,18322
2021,Florida,Public Out-of-State,4-year,Room/Board,11003
2021,Georgia,Private,4-year,Fees/Tuition,30380
2021,Georgia,Private,4-year,Room/Board,13247
2021,Georgia,Public In-State,2-year,Fees/Tuition,3169
2021,Georgia,Public In-State,4-year,Room/Board,11186
2021,Georgia,Public Out-of-State,2-year,Fees/Tuition,8535
2021,Georgia,Public Out-of-State,4-year,Fees/Tuition,23430
2021,Georgia,Public Out-of-State,4-year,Room/Board,11186
2021,Hawaii,Private,4-year,Fees/Tuition,19096
2021,Hawaii,Private,4-year,Room/Board,13852
2021,Hawaii,Public In-State,2-year,Fees/Tuition,3226
2021,Hawaii,Public In-State,4-year,Room/Board,11815
2021,Hawaii,Public Out-of-State,2-year,Fees/Tuition,8378
2021,Hawaii,Public Out-of-State,4-year,Fees/Tuition,32043
2021,Hawaii,Public Out-of-State,4-year,Room/Board,11815
2021,Idaho,Private,4-year,Fees/Tuition,6452
2021,Idaho,Private,4-year,Room/Board,8728
2021,Idaho,Public In-State,2-year,Fees/Tuition,3332
2021,Idaho,Public In-State,4-year,Room/Board,9036
2021,Idaho,Public Out-of-State,2-year,Fees/Tuition,8235
2021,Idaho,Public Out-of-State,4-year,Fees/Tuition,24700
2021,Idaho,Public Out-of-State,4-year,Room/Board,9036
2021,Illinois,Private,4-year,Fees/Tuition,35894
2021,Illinois,Private,4-year,Room/Board,13889
2021,Illinois,Public In-State,2-year,Fees/Tuition,4180
2021,Illinois,Public In-State,4-year,Room/Board,11673
2021,Illinois,Public Out-of-State,2-year,Fees/Tuition,11166
2021,Illinois,Public Out-of-State,4-year,Fees/Tuition,28660
2021,Illinois,Public Out-of-State,4-year,Room/Board,11673
2021,Indiana,Private,4-year,Fees/Tuition,35447
2021,Indiana,Private,4-year,Room/Board,12764
2021,Indiana,Public In-State,2-year,Fees/Tuition,4637
2021,Indiana,Public In-State,4-year,Room/Board,10915
2021,Indiana,Public Out-of-State,2-year,Fees/Tuition,8927
2021,Indiana,Public Out-of-State,4-year,Fees/Tuition,28972
2021,Indiana,Public Out-of-State,4-year,Room/Board,10915
2021,Iowa,Private,4-year,Fees/Tuition,35224
2021,Iowa,Private,4-year,Room/Board,10158
2021,Iowa,Public In-State,2-year,Fees/Tuition,5411
2021,Iowa,Public In-State,4-year,Room/Board,10416
2021,Iowa,Public Out-of-State,2-year,Fees/Tuition,6844
2021,Iowa,Public Out-of-State,4-year,Fees/Tuition,27684
2021,Iowa,Public Out-of-State,4-year,Room/Board,10416
2021,Kansas,Private,4-year,Fees/Tuition,25523
2021,Kansas,Private,4-year,Room/Board,9816
2021,Kansas,Public In-State,2-year,Fees/Tuition,3648
2021,Kansas,Public In-State,4-year,Room/Board,10001
2021,Kansas,Public Out-of-State,2-year,Fees/Tuition,4828
2021,Kansas,Public Out-of-State,4-year,Fees/Tuition,23945
2021,Kansas,Public Out-of-State,4-year,Room/Board,10001
2021,Kentucky,Private,4-year,Fees/Tuition,26996
2021,Kentucky,Private,4-year,Room/Board,9279
2021,Kentucky,Public In-State,2-year,Fees/Tuition,4517
2021,Kentucky,Public In-State,4-year,Room/Board,11342
2021,Kentucky,Public Out-of-State,2-year,Fees/Tuition,15262
2021,Kentucky,Public Out-of-State,4-year,Fees/Tuition,25049
2021,Kentucky,Public Out-of-State,4-year,Room/Board,11342
2021,Louisiana,Private,4-year,Fees/Tuition,41393
2021,Louisiana,Private,4-year,Room/Board,14133
2021,Louisiana,Public In-State,2-year,Fees/Tuition,4219
2021,Louisiana,Public In-State,4-year,Room/Board,10389
2021,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6770
2021,Louisiana,Public Out-of-State,4-year,Fees/Tuition,23333
2021,Louisiana,Public Out-of-State,4-year,Room/Board,10389
2021,Maine,Private,4-year,Fees/Tuition,40007
2021,Maine,Private,4-year,Room/Board,13948
2021,Maine,Public In-State,2-year,Fees/Tuition,3857
2021,Maine,Public In-State,4-year,Room/Board,10300
2021,Maine,Public Out-of-State,2-year,Fees/Tuition,6746
2021,Maine,Public Out-of-State,4-year,Fees/Tuition,29061
2021,Maine,Public Out-of-State,4-year,Room/Board,10300
2021,Maryland,Private,4-year,Fees/Tuition,44356
2021,Maryland,Private,4-year,Room/Board,13778
2021,Maryland,Public In-State,2-year,Fees/Tuition,4369
2021,Maryland,Public In-State,4-year,Room/Board,12979
2021,Maryland,Public Out-of-State,2-year,Fees/Tuition,10623
2021,Maryland,Public Out-of-State,4-year,Fees/Tuition,26376
2021,Maryland,Public Out-of-State,4-year,Room/Board,12979
2021,Massachusetts,Private,4-year,Fees/Tuition,49152
2021,Massachusetts,Private,4-year,Room/Board,16631
2021,Massachusetts,Public In-State,2-year,Fees/Tuition,5529
2021,Massachusetts,Public In-State,4-year,Room/Board,14378
2021,Massachusetts,Public Out-of-State,2-year,Fees/Tuition,10680
2021,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,32019
2021,Massachusetts,Public Out-of-State,4-year,Room/Board,14378
2021,Michigan,Private,4-year,Fees/Tuition,31055
2021,Michigan,Private,4-year,Room/Board,10735
2021,Michigan,Public In-State,2-year,Fees/Tuition,3756
2021,Michigan,Public In-State,4-year,Room/Board,11061
2021,Michigan,Public Out-of-State,2-year,Fees/Tuition,7707
2021,Michigan,Public Out-of-State,4-year,Fees/Tuition,39427
2021,Michigan,Public Out-of-State,4-year,Room/Board,11061
2021,Minnesota,Private,4-year,Fees/Tuition,34608
2021,Minnesota,Private,4-year,Room/Board,11167
2021,Minnesota,Public In-State,2-year,Fees/Tuition,5545
2021,Minnesota,Public In-State,4-year,Room/Board,10021
2021,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6012
2021,Minnesota,Public Out-of-State,4-year,Fees/Tuition,24620
2021,Minnesota,Public Out-of-State,4-year,Room/Board,10021
2021,Mississippi,Private,4-year,Fees/Tuition,19222
2021,Mississippi,Private,4-year,Room/Board,9041
2021,Mississippi,Public In-State,2-year,Fees/Tuition,3491
2021,Mississippi,Public In-State,4-year,Room/Board,10579
2021,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5820
2021,Mississippi,Public Out-of-State,4-year,Fees/Tuition,20160
2021,Mississippi,Public Out-of-State,4-year,Room/Board,10579
2021,Missouri,Private,4-year,Fees/Tuition,27723
2021,Missouri,Private,4-year,Room/Board,11075
2021,Missouri,Public In-State,2-year,Fees/Tuition,3676
2021,Missouri,Public In-State,4-year,Room/Board,10084
2021,Missouri,Public Out-of-State,2-year,Fees/Tuition,6783
2021,Missouri,Public Out-of-State,4-year,Fees/Tuition,21880
2021,Missouri,Public Out-of-State,4-year,Room/Board,10084
2021,Montana,Private,4-year,Fees/Tuition,32064
2021,Montana,Private,4-year,Room/Board,9844
2021,Montana,Public In-State,2-year,Fees/Tuition,3981
2021,Montana,Public In-State,4-year,Room/Board,9938
2021,Montana,Public Out-of-State,2-year,Fees/Tuition,9038
2021,Montana,Public Out-of-State,4-year,Fees/Tuition,26368
2021,Montana,Public Out-of-State,4-year,Room/Board,9938
2021,Nebraska,Private,4-year,Fees/Tuition,24985
2021,Nebraska,Private,4-year,Room/Board,9999
2021,Nebraska,Public In-State,2-year,Fees/Tuition,3179
2021,Nebraska,Public In-State,4-year,Room/Board,10591
2021,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3956
2021,Nebraska,Public Out-of-State,4-year,Fees/Tuition,22277
2021,Nebraska,Public Out-of-State,4-year,Room/Board,10591
2021,Nevada,Private,4-year,Fees/Tuition,26054
2021,Nevada,Private,4-year,Room/Board,14187
2021,Nevada,Public In-State,4-year,Room/Board,11631
2021,Nevada,Public Out-of-State,4-year,Fees/Tuition,23010
2021,Nevada,Public Out-of-State,4-year,Room/Board,11631
2021,New Hampshire,Private,4-year,Fees/Tuition,14934
2021,New Hampshire,Private,4-year,Room/Board,14169
2021,New Hampshire,Public In-State,2-year,Fees/Tuition,7123
2021,New Hampshire,Public In-State,4-year,Room/Board,12472
2021,New Hampshire,Public Out-of-State,2-year,Fees/Tuition,15343
2021,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,31256
2021,New Hampshire,Public Out-of-State,4-year,Room/Board,12472
2021,New Jersey,Private,4-year,Fees/Tuition,38586
2021,New Jersey,Private,4-year,Room/Board,13855
2021,New Jersey,Public In-State,2-year,Fees/Tuition,4919
2021,New Jersey,Public In-State,4-year,Room/Board,14151
2021,New Jersey,Public Out-of-State,2-year,Fees/Tuition,8136
2021,New Jersey,Public Out-of-State,4-year,Fees/Tuition,28682
2021,New Jersey,Public Out-of-State,4-year,Room/Board,14151
2021,New Mexico,Private,4-year,Fees/Tuition,24892
2021,New Mexico,Private,4-year,Room/Board,11878
2021,New Mexico,Public In-State,2-year,Fees/Tuition,1766
2021,New Mexico,Public In-State,4-year,Room/Board,9719
2021,New Mexico,Public Out-of-State,2-year,Fees/Tuition,6236
2021,New Mexico,Public Out-of-State,4-year,Fees/Tuition,21645
2021,New Mexico,Public Out-of-State,4-year,Room/Board,9719
2021,New York,Private,4-year,Fees/Tuition,42631
2021,New York,Private,4-year,Room/Board,15792
2021,New York,Public In-State,2-year,Fees/Tuition,5576
2021,New York,Public In-State,4-year,Room/Board,15815
2021,New York,Public Out-of-State,2-year,Fees/Tuition,8874
2021,New York,Public Out-of-State,4-year,Fees/Tuition,20113
2021,New York,Public Out-of-State,4-year,Room/Board,15815
2021,North Carolina,Private,4-year,Fees/Tuition,36772
2021,North Carolina,Private,4-year,Room/Board,13122
2021,North Carolina,Public In-State,2-year,Fees/Tuition,2474
2021,North Carolina,Public In-State,4-year,Room/Board,10519
2021,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8511
2021,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23136
2021,North Carolina,Public Out-of-State,4-year,Room/Board,10519
2021,North Dakota,Private,4-year,Fees/Tuition,16408
2021,North Dakota,Private,4-year,Room/Board,8216
2021,North Dakota,Public In-State,2-year,Fees/Tuition,5233
2021,North Dakota,Public In-State,4-year,Room/Board,8992
2021,North Dakota,Public Out-of-State,2-year,Fees/Tuition,6186
2021,North Dakota,Public Out-of-State,4-year,Fees/Tuition,13501
2021,North Dakota,Public Out-of-State,4-year,Room/Board,8992
2021,Ohio,Private,4-year,Fees/Tuition,35352
2021,Ohio,Private,4-year,Room/Board,12184
2021,Ohio,Public In-State,2-year,Fees/Tuition,4416
2021,Ohio,Public In-State,4-year,Room/Board,12811
2021,Ohio,Public Out-of-State,2-year,Fees/Tuition,7888
2021,Ohio,Public Out-of-State,4-year,Fees/Tuition,26213
2021,Ohio,Public Out-of-State,4-year,Room/Board,12811
2021,Oklahoma,Private,4-year,Fees/Tuition,29905
2021,Oklahoma,Private,4-year,Room/Board,9918
2021,Oklahoma,Public In-State,2-year,Fees/Tuition,4194
2021,Oklahoma,Public In-State,4-year,Room/Board,9219
2021,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,9320
2021,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,21737
2021,Oklahoma,Public Out-of-State,4-year,Room/Board,9219
2021,Oregon,Private,4-year,Fees/Tuition,45166
2021,Oregon,Private,4-year,Room/Board,13545
2021,Oregon,Public In-State,2-year,Fees/Tuition,5136
2021,Oregon,Public In-State,4-year,Room/Board,12980
2021,Oregon,Public Out-of-State,2-year,Fees/Tuition,8710
2021,Oregon,Public Out-of-State,4-year,Fees/Tuition,33935
2021,Oregon,Public Out-of-State,4-year,Room/Board,12980
2021,Pennsylvania,Private,4-year,Fees/Tuition,43926
2021,Pennsylvania,Private,4-year,Room/Board,14431
2021,Pennsylvania,Public In-State,2-year,Fees/Tuition,5441
2021,Pennsylvania,Public In-State,4-year,Room/Board,11508
2021,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,12808
2021,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,25697
2021,Pennsylvania,Public Out-of-State,4-year,Room/Board,11508
2021,Rhode Island,Private,4-year,Fees/Tuition,45927
2021,Rhode Island,Private,4-year,Room/Board,15765
2021,Rhode Island,Public In-State,2-year,Fees/Tuition,4806
2021,Rhode Island,Public In-State,4-year,Room/Board,13249
2021,Rhode Island,Public Out-of-State,2-year,Fees/Tuition,12884
2021,Rhode Island,Public Out-of-State,4-year,Fees/Tuition,32111
2021,Rhode Island,Public Out-of-State,4-year,Room/Board,13249
2021,South Carolina,Private,4-year,Fees/Tuition,27317
2021,South Carolina,Private,4-year,Room/Board,10312
2021,South Carolina,Public In-State,2-year,Fees/Tuition,4964
2021,South Carolina,Public In-State,4-year,Room/Board,10637
2021,South Carolina,Public Out-of-State,2-year,Fees/Tuition,10313
2021,South Carolina,Public Out-of-State,4-year,Fees/Tuition,33055
2021,South Carolina,Public Out-of-State,4-year,Room/Board,10637
2021,South Dakota,Private,4-year,Fees/Tuition,26740
2021,South Dakota,Private,4-year,Room/Board,8489
2021,South Dakota,Public In-State,2-year,Fees/Tuition,7326
2021,South Dakota,Public In-State,4-year,Room/Board,8166
2021,South Dakota,Public Out-of-State,2-year,Fees/Tuition,7224
2021,South Dakota,Public Out-of-State,4-year,Fees/Tuition,12924
2021,South Dakota,Public Out-of-State,4-year,Room/Board,8166
2021,Tennessee,Private,4-year,Fees/Tuition,29862
2021,Tennessee,Private,4-year,Room/Board,11549
2021,Tennessee,Public In-State,2-year,Fees/Tuition,4361
2021,Tennessee,Public In-State,4-year,Room/Board,10368
2021,Tennessee,Public Out-of-State,2-year,Fees/Tuition,17013
2021,Tennessee,Public Out-of-State,4-year,Fees/Tuition,25046
2021,Tennessee,Public Out-of-State,4-year,Room/Board,10368
2021,Texas,Private,4-year,Fees/Tuition,37450
2021,Texas,Private,4-year,Room/Board,12434
2021,Texas,Public In-State,2-year,Fees/Tuition,2828
2021,Texas,Public In-State,4-year,Room/Board,10309
2021,Texas,Public Out-of-State,2-year,Fees/Tuition,7764
2021,Texas,Public Out-of-State,4-year,Fees/Tuition,25471
2021,Texas,Public Out-of-State,4-year,Room/Board,10309
2021,Utah,Private,4-year,Fees/Tuition,7753
2021,Utah,Private,4-year,Room/Board,8158
2021,Utah,Public In-State,2-year,Fees/Tuition,3989
2021,Utah,Public In-State,4-year,Room/Board,7889
2021,Utah,Public Out-of-State,2-year,Fees/Tuition,12709
2021,Utah,Public Out-of-State,4-year,Fees/Tuition,21595
2021,Utah,Public Out-of-State,4-year,Room/Board,7889
2021,Vermont,Private,4-year,Fees/Tuition,48300
2021,Vermont,Private,4-year,Room/Board,15071
2021,Vermont,Public In-State,2-year,Fees/Tuition,6920
2021,Vermont,Public In-State,4-year,Room/Board,13159
2021,Vermont,Public Out-of-State,2-year,Fees/Tuition,13640
2021,Vermont,Public Out-of-State,4-year,Fees/Tuition,41963
2021,Vermont,Public Out-of-State,4-year,Room/Board,13159
2021,Virginia,Private,4-year,Fees/Tuition,23220
2021,Virginia,Private,4-year,Room/Board,12183
2021,Virginia,Public In-State,2-year,Fees/Tuition,5228
2021,Virginia,Public In-State,4-year,Room/Board,11830
2021,Virginia,Public Out-of-State,2-year,Fees/Tuition,12059
2021,Virginia,Public Out-of-State,4-year,Fees/Tuition,36193
2021,Virginia,Public Out-of-State,4-year,Room/Board,11830
2021,Washington,Private,4-year,Fees/Tuition,40830
2021,Washington,Private,4-year,Room/Board,13217
2021,Washington,Public In-State,2-year,Fees/Tuition,4564
2021,Washington,Public In-State,4-year,Room/Board,13541
2021,Washington,Public Out-of-State,2-year,Fees/Tuition,7186
2021,Washington,Public Out-of-State,4-year,Fees/Tuition,30891
2021,Washington,Public Out-of-State,4-year,Room/Board,13541
2021,West Virginia,Private,4-year,Fees/Tuition,12413
